company_name,wba_id,isin,total_score,governance_strategy_score,ecosystems_biodiversity_score,social_community_score,total_rank,governance_strategy_rank,ecosystems_biodiversity_rank,social_community_rank,hq_region,hq_country,sector,industry,year_benchmarked
Campbell's,PT_00306,NaN,24.7,40.0,21.7,23.1,148,133,122,231,North America,United States,Food and agriculture,Food production,2023
Under Armour,PT_01838,US9024941034,23.6,33.8,14.0,34.5,172,239,294,103,North America,United States,Apparel and footwear,Apparel and footwear,2022
Cementos Argos,PT_00783,NaN,23.5,40.0,18.3,25.0,174,133,194,202,Latin America & Caribbean,Colombia,Construction materials and supplies,Construction materials and supplies,2022
Eastman Chemical,PT_00590,US2774321002,25.2,30.0,24.1,25.1,139,278,88,200,North America,United States,Chemicals,Chemicals,2022
Aurubis,PT_00162,NaN,25.1,33.8,19.6,30.1,140,239,163,145,Europe & Central Asia,Germany,Metals and mining,Metals and mining,2022
Aker Solutions,PT_02188,CNE100000502,23.9,35.0,19.8,25.8,162,201,155,187,Europe & Central Asia,Norway,Construction and engineering,Construction and engineering,2022
Compass Group,PT_00465,NaN,24.2,38.8,15.1,32.7,159,163,266,117,Europe & Central Asia,United Kingdom,Food and agriculture,Food retailers,2023
Metalurgica Gerdau,PT_01159,NaN,23.0,46.3,17.8,21.8,186,56,207,252,Latin America & Caribbean,Brazil,Metals and mining,Metals and mining,2022
Nissui Corporation,PT_01277,JP3718800000,22.8,28.8,20.4,24.3,190,310,144,215,East Asia & Pacific,Japan,Food and agriculture,Food production,2023
Linde,PT_01079,IE00BZ12WP82,22.6,33.8,11.0,36.4,194,239,396,86,Europe & Central Asia,Ireland,Chemicals,Chemicals,2022
Taisei Corporation,PT_01718,JP3443600006,24.5,35.0,18.2,30.2,155,201,197,142,East Asia & Pacific,Japan,Construction and engineering,Construction and engineering,2022
JSW Group,PT_00979,INE019A01038,23.8,46.3,18.7,22.6,167,56,183,236,South Asia,India,Metals and mining,Metals and mining,2022
McCain Foods,PT_01140,NaN,23.3,41.3,18.3,24.0,179,114,194,219,North America,Canada,Food and agriculture,Food production,2023
Roche,PT_01492,NaN,22.5,25.0,15.9,31.7,197,374,243,127,Europe & Central Asia,Switzerland,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
Bolton Group,PT_02434,CNE100000502,23.9,35.0,19.2,26.8,162,201,171,179,Europe & Central Asia,Italy,Food and agriculture,Food production,2023
BHP Group,PT_00251,NaN,25.1,25.0,16.1,39.3,140,374,240,71,East Asia & Pacific,Australia,Metals and mining,Metals and mining,2022
Carrefour,PT_00321,NaN,24.6,42.5,17.8,28.0,152,111,207,162,Europe & Central Asia,France,Food and agriculture,Food retailers,2023
Lindt & Sprüngli,PT_01080,CH0010570759,20.6,18.8,13.1,33.0,240,478,330,114,Europe & Central Asia,Switzerland,Food and agriculture,Food production,2023
Loblaw,PT_02169,CNE100000502,20.3,38.8,11.0,27.5,248,163,396,168,North America,Canada,Food and agriculture,Food retailers,2023
Otsuka,PT_01354,AU000000NUF3,20.1,12.5,15.2,31.0,255,554,263,134,East Asia & Pacific,Japan,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
BayWa,PT_00226,NaN,21.0,30.0,13.2,29.6,232,278,326,148,Europe & Central Asia,Germany,Food and agriculture,Food production,2023
Molson Coors,PT_01195,NaN,21.0,25.0,18.6,23.1,232,374,189,231,North America,United States,Food and agriculture,Food production,2023
CF Industries,PT_00339,NaN,21.1,38.8,18.0,18.8,227,163,205,308,North America,United States,Food and agriculture,Agricultural products,2023
Schwarz Gruppe,PT_01553,NaN,22.1,17.5,21.9,24.3,208,519,118,215,Europe & Central Asia,Germany,Food and agriculture,Food retailers,2023
Webuild,PT_02201,CNE100000502,22.0,33.8,10.6,35.2,210,239,406,96,Europe & Central Asia,Italy,Construction and engineering,Construction and engineering,2022
Minerva,PT_01177,NaN,19.6,23.8,12.7,28.9,266,402,343,151,Latin America & Caribbean,Brazil,Food and agriculture,Food production,2023
Tapestry,PT_01729,US8760301072,21.5,30.0,22.6,16.4,220,278,111,367,North America,United States,Apparel and footwear,Apparel and footwear,2022
FGV,PT_00675,MYL5222OO004,21.4,38.8,9.1,33.6,223,163,461,111,East Asia & Pacific,Malaysia,Food and agriculture,Agricultural products,2023
Akzo Nobel,PT_00059,NL0013267909,20.8,18.8,9.6,39.2,237,478,443,73,Europe & Central Asia,Netherlands,Chemicals,Chemicals,2022
OJI Holdings Corporation,PT_01332,AU000000NUF3,19.5,30.0,19.0,15.9,269,278,176,381,East Asia & Pacific,Japan,Paper and forest,Paper and forest,2023
Asahi Kasei Corporation,PT_00140,NaN,19.4,23.8,21.5,14.4,271,402,124,421,East Asia & Pacific,Japan,Chemicals,Chemicals,2022
Hankook Tire & Technology,PT_00816,US4016171054,19.9,45.0,16.0,15.9,262,71,242,381,East Asia & Pacific,"Korea, Rep.",Tyres and rubber,Tyres and rubber,2022
SABIC,PT_02186,CNE100000502,19.3,46.3,15.3,14.6,272,56,260,418,Middle East & North Africa,Saudi Arabia,Chemicals,Chemicals,2022
Itochu,PT_00936,IL0002810146,20.3,23.8,20.6,18.4,248,402,141,325,East Asia & Pacific,Japan,Food and agriculture,Food production,2023
CMOC,PT_02240,CNE100000502,20.2,33.8,9.2,32.1,250,239,457,121,East Asia & Pacific,China,Metals and mining,Metals and mining,2022
Asia Cement Corporation,PT_00143,NaN,21.5,51.3,18.7,13.9,220,29,183,439,East Asia & Pacific,"Taiwan, China",Construction materials and supplies,Construction materials and supplies,2022
Nisshin Seifun Group,PT_01281,JP3718800000,20.7,18.8,20.2,22.3,238,478,148,241,East Asia & Pacific,Japan,Food and agriculture,Food production,2023
Sumitomo Chemical,PT_02002,CNE100000502,20.0,28.8,19.0,18.1,258,310,176,326,East Asia & Pacific,Japan,Food and agriculture,Chemicals,2023
Astellas Pharma,PT_00151,NaN,20.2,35.0,18.7,16.6,250,201,183,361,East Asia & Pacific,Japan,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
Aldi Nord,PT_00065,NaN,20.9,23.8,13.6,31.3,234,402,313,130,Europe & Central Asia,Germany,Food and agriculture,Food retailers,2023
Takeda,PT_01724,JP3463000004,19.7,17.5,22.2,16.9,264,519,115,352,East Asia & Pacific,Japan,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
Associated British Foods,PT_00150,NaN,21.5,38.8,19.7,17.4,220,163,160,339,Europe & Central Asia,United Kingdom,Food and agriculture,Apparel and footwear,2023
Klabin,PT_02212,CNE100000502,21.7,35.0,13.8,28.8,215,201,305,154,Latin America & Caribbean,Brazil,Paper and forest,Paper and forest,2023
Halcyon Agri,PT_02223,CNE100000502,20.4,38.8,10.1,29.3,245,163,426,149,East Asia & Pacific,Singapore,Tyres and rubber,Tyres and rubber,2022
Teva Pharmaceuticals,PT_01768,IL0006290147,21.7,40.0,16.8,22.1,215,133,226,245,Middle East & North Africa,Israel,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
Avery Dennison Corporation,PT_00166,NaN,21.1,25.0,21.3,19.3,227,374,129,299,North America,United States,Containers and packaging,Containers and packaging,2022
Kroger,PT_01031,US5010441013,20.5,45.0,11.4,24.8,243,71,379,206,North America,United States,Food and agriculture,Food retailers,2023
Auchan,PT_00159,NaN,21.8,35.0,14.1,28.6,214,201,290,156,Europe & Central Asia,France,Food and agriculture,Food retailers,2023
Nutreco,PT_02074,CNE100000502,19.5,35.0,16.5,17.8,269,201,233,331,Europe & Central Asia,Netherlands,Food and agriculture,Food production,2023
BioMar,PT_01551,NaN,21.1,17.5,14.3,35.0,227,519,285,99,Europe & Central Asia,Denmark,Food and agriculture,Food production,2023
Mitsui,PT_01184,NaN,21.6,28.8,17.8,24.5,219,310,207,213,East Asia & Pacific,Japan,Food and agriculture,Conglomerates,2023
Weyerhaeuser,PT_01931,US9621661043,20.4,35.0,18.1,18.1,245,201,202,326,North America,United States,Paper and forest,Paper and forest,2023
Decathlon,PT_00532,NaN,20.1,25.0,21.8,15.6,255,374,119,389,Europe & Central Asia,France,Apparel and footwear,Apparel and footwear,2022
Tyson Foods,PT_01830,US9024941034,19.6,33.8,16.6,18.6,266,239,232,314,North America,United States,Food and agriculture,Food production,2023
Albemarle Corporation,PT_02126,CNE100000502,20.9,35.0,12.5,28.4,234,201,350,157,North America,United States,Metals and mining,Metals and mining,2022
Interholco,PT_02221,CNE100000502,22.1,12.5,13.5,39.6,208,554,316,68,Europe & Central Asia,Switzerland,Paper and forest,Paper and forest,2023
Hyundai Steel,PT_00881,KR7004020004,21.2,33.8,15.6,24.8,226,239,249,206,East Asia & Pacific,"Korea, Rep.",Metals and mining,Metals and mining,2022
Saint-Gobain,PT_01520,NaN,22.0,25.0,17.3,28.3,210,374,217,158,Europe & Central Asia,France,Construction materials and supplies,Construction materials and supplies,2022
Hindalco Industries,PT_00847,INE038A01020,21.3,40.0,19.8,16.1,225,133,155,379,South Asia,India,Metals and mining,Metals and mining,2022
Nike,PT_01270,US6541061031,21.7,25.0,19.7,23.5,215,374,160,227,North America,United States,Apparel and footwear,Apparel and footwear,2022
Ferragamo,PT_01523,NaN,19.7,40.0,13.0,22.1,264,133,332,245,Europe & Central Asia,Italy,Apparel and footwear,Apparel and footwear,2022
Hugo Boss,PT_00868,INE038A01020,22.0,25.0,13.6,34.0,210,374,313,105,Europe & Central Asia,Germany,Apparel and footwear,Apparel and footwear,2022
Nomad Foods,PT_02177,CNE100000502,20.7,35.0,13.8,25.8,238,201,305,187,Europe & Central Asia,United Kingdom,Food and agriculture,Food production,2023
Olam International,PT_01334,AU000000NUF3,20.2,33.8,9.6,31.5,250,239,443,129,East Asia & Pacific,Singapore,Food and agriculture,Food production,2023
Wesfarmers,PT_02407,CNE100000502,22.2,45.0,6.0,38.4,205,71,543,76,East Asia & Pacific,Australia,Other,Conglomerates,2024
Grupo Arcor,PT_00782,NaN,20.0,27.5,22.8,12.6,258,356,107,469,Latin America & Caribbean,Argentina,Food and agriculture,Food production,2023
Sappi,PT_01537,NaN,21.9,45.0,14.8,23.6,213,71,274,224,Sub-Saharan Africa,South Africa,Paper and forest,Paper and forest,2023
Viterra,PT_02070,CNE100000502,20.0,45.0,10.3,25.1,258,71,419,200,Europe & Central Asia,Netherlands,Food and agriculture,Agricultural products,2023
Unicharm Corporation,PT_01839,US9024941034,19.6,41.3,21.3,8.2,266,114,129,568,East Asia & Pacific,Japan,Personal and household products,Personal and household products,2024
Severstal,PT_01567,NaN,20.4,40.0,20.2,12.9,245,133,148,464,Europe & Central Asia,Russian Federation,Metals and mining,Metals and mining,2022
Johnson Matthey,PT_00974,GB00BZ4BQC70,20.6,40.0,18.6,15.9,240,133,189,381,Europe & Central Asia,United Kingdom,Chemicals,Chemicals,2022
Graphic Packaging International,PT_00767,US3886891015,20.2,41.3,16.9,16.7,250,114,225,357,North America,United States,Containers and packaging,Containers and packaging,2022
Novozymes,PT_01308,DK0060336014,20.0,28.8,15.0,24.3,258,310,270,215,Europe & Central Asia,Denmark,Food and agriculture,Chemicals,2023
Ingredion,PT_00910,SE0000652216,22.2,18.8,17.6,30.9,205,478,212,135,North America,United States,Food and agriculture,Food production,2023
Bonduelle,PT_00267,NaN,19.9,35.0,18.7,15.6,262,201,183,389,Europe & Central Asia,France,Food and agriculture,Food production,2023
Implats,PT_02245,CNE100000502,21.1,50.0,16.4,16.9,227,40,235,352,Sub-Saharan Africa,South Africa,Metals and mining,Metals and mining,2022
VINCI,PT_01886,FR0000125486,20.5,23.8,17.6,23.8,243,402,212,222,Europe & Central Asia,France,Construction and engineering,Construction and engineering,2022
GS Engineering & Construction,PT_00797,KR7006360002,20.2,45.0,19.5,11.2,250,71,165,499,East Asia & Pacific,"Korea, Rep.",Construction and engineering,Construction and engineering,2022
Bristol Myers Squibb,PT_00279,NaN,20.1,40.0,16.5,17.8,255,133,233,331,North America,United States,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
Bunge,PT_00287,NaN,22.2,36.3,16.8,24.9,205,192,226,204,North America,United States,Food and agriculture,Food production,2023
Yum! Brands,PT_01983,NO0010208051,20.9,28.8,19.8,19.3,234,310,155,299,North America,United States,Food and agriculture,Food retailers,2023
Conagra Brands,PT_00467,NaN,21.7,17.5,24.7,18.6,215,519,81,314,North America,United States,Food and agriculture,Food production,2023
UPL,PT_01858,INE628A01036,21.4,45.0,7.4,33.7,223,71,506,107,South Asia,India,Food and agriculture,Agricultural products,2023
Hanesbrands,PT_00814,US4016171054,21.1,12.5,15.8,32.8,227,554,247,115,North America,United States,Apparel and footwear,Apparel and footwear,2022
Danish Crown,PT_00522,NaN,20.6,18.8,21.1,20.6,240,478,136,270,Europe & Central Asia,Denmark,Food and agriculture,Food production,2023
Umicore,PT_01836,US9024941034,18.7,45.0,11.1,20.1,284,71,391,281,Europe & Central Asia,Belgium,Chemicals,Chemicals,2022
Nippon Steel Corporation,PT_01276,JP3381000003,18.9,18.8,25.8,8.2,279,478,66,568,East Asia & Pacific,Japan,Metals and mining,Metals and mining,2022
GrainCorp,PT_00766,AU000000GNC9,16.6,33.8,9.1,21.6,338,239,461,254,East Asia & Pacific,Australia,Food and agriculture,Food production,2023
Nichirei,PT_01266,JP3665200006,18.7,43.8,15.6,13.4,284,103,249,451,East Asia & Pacific,Japan,Food and agriculture,Food production,2023
Metinvest,PT_01161,NaN,18.1,38.8,13.9,16.4,299,163,299,367,Europe & Central Asia,Ukraine,Metals and mining,Metals and mining,2022
Northam Platinum,PT_02247,CNE100000502,17.3,45.0,14.2,11.2,321,71,286,499,Sub-Saharan Africa,South Africa,Metals and mining,Metals and mining,2022
Novo Nordisk,PT_01306,DK0060534915,17.8,12.5,8.0,35.4,306,554,493,93,Europe & Central Asia,Denmark,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
LOTTE Chemical,PT_02181,CNE100000502,17.5,51.3,13.8,9.7,318,29,305,540,East Asia & Pacific,"Korea, Rep.",Chemicals,Chemicals,2022
Boskalis,PT_02195,CNE100000502,17.6,45.0,7.3,22.8,313,71,511,235,Europe & Central Asia,Netherlands,Construction and engineering,Construction and engineering,2022
Shoprite,PT_01594,NaN,18.3,45.0,14.4,13.7,296,71,283,445,Sub-Saharan Africa,South Africa,Food and agriculture,Food retailers,2023
Semen Indonesia,PT_01561,NaN,17.1,40.0,13.3,13.6,329,133,321,447,East Asia & Pacific,Indonesia,Construction materials and supplies,Construction materials and supplies,2022
K+S,PT_00985,DE000KSAG888,18.6,45.0,7.7,24.8,286,71,499,206,Europe & Central Asia,Germany,Food and agriculture,Agricultural products,2023
Ingka Holding,PT_00909,SE0000652216,17.9,39.0,13.2,16.9,302,162,326,352,Europe & Central Asia,Netherlands,Other,Retail,2024
JFE Holdings,PT_00959,IL0002810146,17.3,23.8,10.5,25.3,321,402,409,195,East Asia & Pacific,Japan,Metals and mining,Metals and mining,2022
Kernel,PT_01000,LU0327357389,19.1,33.8,14.5,20.4,276,239,279,277,Europe & Central Asia,Ukraine,Food and agriculture,Food production,2023
Eli Lilly and Company,PT_00614,US5324571083,18.4,25.0,24.1,6.7,291,374,88,594,North America,United States,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
Jacobs Solutions,PT_00946,IL0002810146,16.8,23.8,12.7,20.6,332,402,343,270,North America,United States,Construction and engineering,Construction and engineering,2022
Stantec,PT_01658,NaN,17.9,28.8,17.1,14.9,302,310,221,408,North America,Canada,Construction and engineering,Construction and engineering,2022
Toyo Seikan,PT_01810,JP3613400005,17.7,25.0,11.9,23.8,309,374,365,222,East Asia & Pacific,Japan,Containers and packaging,Containers and packaging,2022
ASICS,PT_00145,NaN,16.7,35.0,12.6,15.9,336,201,346,381,East Asia & Pacific,Japan,Apparel and footwear,Apparel and footwear,2022
American Eagle Outfitters,PT_00089,US02553E1064,18.1,23.8,18.1,15.9,299,402,202,381,North America,United States,Apparel and footwear,Apparel and footwear,2022
thyssenkrupp,PT_01784,DE0007500001,17.8,25.0,11.2,25.3,306,374,387,195,Europe & Central Asia,Germany,Metals and mining,Metals and mining,2022
Barilla,PT_00217,NaN,17.9,23.8,17.8,15.6,302,402,207,389,Europe & Central Asia,Italy,Food and agriculture,Food production,2023
Brown-Forman,PT_02164,CNE100000502,17.2,28.8,15.6,14.9,326,310,249,408,North America,United States,Food and agriculture,Food production,2023
Hormel Foods,PT_00860,INE038A01020,18.4,32.5,9.3,26.9,291,269,454,177,North America,United States,Food and agriculture,Food production,2023
Tiger Brands,PT_01787,ZAE000071080,17.7,28.8,14.2,18.6,309,310,286,314,Sub-Saharan Africa,South Africa,Food and agriculture,Food production,2023
Post,PT_01417,AU000000NUF3,18.4,25.0,17.1,17.8,291,374,221,331,North America,United States,Food and agriculture,Food production,2023
Goodyear Tire & Rubber,PT_00763,US3825501014,18.8,40.0,9.5,24.9,281,133,447,204,North America,United States,Tyres and rubber,Tyres and rubber,2022
Tata Steel,PT_02079,CNE100000502,17.4,41.3,10.4,18.8,320,114,414,308,South Asia,India,Metals and mining,Metals and mining,2022
SSP Group,PT_01652,NaN,18.9,45.0,7.3,26.5,279,71,511,182,Europe & Central Asia,United Kingdom,Food and agriculture,Food retailers,2023
3M Company,PT_00001,US88579Y1010,17.7,18.8,14.8,21.9,309,478,274,249,North America,United States,Chemicals,Chemicals,2022
ArcelorMittal,PT_00130,NaN,18.8,31.5,14.1,20.9,281,275,290,263,Europe & Central Asia,Luxembourg,Metals and mining,Metals and mining,2022
Taiwan Cement,PT_01719,TW0001101004,17.6,45.0,11.7,15.9,313,71,372,381,East Asia & Pacific,"Taiwan, China",Construction materials and supplies,Construction materials and supplies,2022
Bouygues Group,PT_00272,NaN,16.6,28.8,14.0,15.6,338,310,294,389,Europe & Central Asia,France,Construction and engineering,Construction and engineering,2022
Cipla ,PT_00426,NaN,17.1,40.0,12.2,15.6,329,133,360,389,South Asia,India,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
PSA International,PT_02235,CNE100000502,17.8,50.0,13.0,11.7,306,40,332,493,East Asia & Pacific,Singapore,Freight and logistics,Freight and logistics,2024
International Paper,PT_00921,SE0000652216,19.2,50.0,11.1,19.3,273,40,391,299,North America,United States,Containers and packaging,Containers and packaging,2022
Greenyard,PT_00775,US3886891015,19.2,28.8,15.5,21.1,273,310,257,260,Europe & Central Asia,Belgium,Food and agriculture,Food production,2023
Aeon,PT_00031,NaN,16.8,30.0,8.2,24.8,332,278,485,206,East Asia & Pacific,Japan,Food and agriculture,Food retailers,2023
WestRock,PT_01929,US96145D1054,18.5,30.0,18.5,13.6,287,278,192,447,North America,United States,Containers and packaging,Containers and packaging,2022
DIC Corporation,PT_00553,JP3493400000,17.2,28.8,19.4,8.9,326,310,167,556,East Asia & Pacific,Japan,Chemicals,Chemicals,2022
Ma'aden,PT_02249,CNE100000502,19.2,45.0,14.1,16.7,273,71,290,357,Middle East & North Africa,Saudi Arabia,Metals and mining,Metals and mining,2022
Yum China,PT_01982,NO0010208051,17.3,38.8,16.7,9.7,321,163,230,540,East Asia & Pacific,China,Food and agriculture,Food retailers,2023
McDonald's,PT_01142,NaN,18.0,28.8,7.1,30.8,301,310,515,137,North America,United States,Food and agriculture,Food retailers,2023
PhosAgro,PT_01402,AU000000NUF3,18.5,30.0,15.4,18.6,287,278,259,314,Europe & Central Asia,Russian Federation,Food and agriculture,Agricultural products,2023
LVMH Moet Hennessy - Louis Vuitton,PT_01106,NaN,17.6,18.8,11.3,27.1,313,478,380,172,Europe & Central Asia,France,Apparel and footwear,Apparel and footwear,2022
ForFarmers,PT_00707,NL0011832811,16.9,40.0,8.5,20.8,331,133,478,265,Europe & Central Asia,Netherlands,Food and agriculture,Food production,2023
Boral,PT_00270,NaN,19.1,35.0,17.2,15.6,276,201,220,389,East Asia & Pacific,Australia,Construction materials and supplies,Construction materials and supplies,2022
Astra Agro Lestari,PT_02073,CNE100000502,18.5,43.8,13.3,16.4,287,103,321,367,East Asia & Pacific,Indonesia,Food and agriculture,Food production,2023
DuPont,PT_00584,US26614N1028,18.3,35.0,11.3,22.6,296,201,380,236,North America,United States,Chemicals,Chemicals,2022
Coty,PT_00484,US2220702037,16.6,12.5,16.7,18.1,338,554,230,326,North America,United States,Personal and household products,Personal and household products,2024
Titan Cement,PT_01789,BE0974338700,17.6,25.0,14.6,19.3,313,374,277,299,Europe & Central Asia,Belgium,Construction materials and supplies,Construction materials and supplies,2022
Prada,PT_01425,AU000000NUF3,16.8,23.8,15.2,16.6,332,402,263,361,Europe & Central Asia,Italy,Apparel and footwear,Apparel and footwear,2022
Antofagasta,PT_02239,CNE100000502,17.3,28.8,8.1,27.1,321,310,490,172,Europe & Central Asia,United Kingdom,Metals and mining,Metals and mining,2022
Skanska,PT_01619,NaN,16.8,25.0,13.5,18.6,332,374,316,314,Europe & Central Asia,Sweden,Construction and engineering,Construction and engineering,2022
Page Industries,PT_02406,CNE100000502,19.0,43.8,21.5,5.2,278,103,124,618,South Asia,India,Apparel and footwear,Apparel and footwear,2022
Sigma Alimentos,PT_02068,CNE100000502,17.7,23.8,15.1,19.4,309,402,266,296,Latin America & Caribbean,Mexico,Food and agriculture,Food production,2023
Dr Reddy's Laboratories ,PT_00578,US2605571031,17.5,28.8,13.8,18.8,318,310,305,308,South Asia,India,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
Uni-President,PT_01846,TW0001216000,18.4,33.8,19.9,9.9,291,239,154,536,East Asia & Pacific,"Taiwan, China",Food and agriculture,Food retailers,2023
Yokohama Rubber,PT_01978,NO0010208051,18.3,23.8,18.8,15.2,296,402,181,403,East Asia & Pacific,Japan,Tyres and rubber,Tyres and rubber,2022
Megmilk Snow Brand,PT_01148,NaN,17.3,18.8,13.2,23.1,321,478,326,231,East Asia & Pacific,Japan,Food and agriculture,Food production,2023
Marfrig,PT_01122,NaN,17.6,18.8,21.4,11.2,313,478,127,499,Latin America & Caribbean,Brazil,Food and agriculture,Food production,2023
Daiichi Sankyo ,PT_00512,JP3475350009,17.2,23.8,18.2,12.9,326,402,197,464,East Asia & Pacific,Japan,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
Sherwin-Williams,PT_02184,CNE100000502,16.7,25.0,16.1,14.1,336,374,240,425,North America,United States,Chemicals,Chemicals,2022
Votorantim Cimentos,PT_02080,CNE100000502,18.8,27.5,18.7,15.6,281,356,183,389,Latin America & Caribbean,Brazil,Construction materials and supplies,Construction materials and supplies,2022
Sumitomo Metal Mining,PT_02121,CNE100000502,17.9,40.0,19.4,6.4,302,133,167,604,East Asia & Pacific,Japan,Metals and mining,Metals and mining,2022
Sika,PT_02185,CNE100000502,18.5,45.0,10.6,20.1,287,71,406,281,Europe & Central Asia,Switzerland,Chemicals,Chemicals,2022
African Rainbow Minerals,PT_02374,CNE100000502,18.4,33.8,17.8,13.1,291,239,207,461,Sub-Saharan Africa,South Africa,Metals and mining,Metals and mining,2022
Sobeys,PT_02118,CNE100000502,14.3,22.5,14.7,10.4,406,453,276,513,North America,Canada,Food and agriculture,Food retailers,2023
TreeHouse Foods,PT_01819,TH0212A10Z07,16.2,25.0,15.9,12.9,352,374,243,464,North America,United States,Food and agriculture,Food production,2023
DP World,PT_02231,CNE100000502,14.5,23.8,12.9,13.1,396,402,334,461,Middle East & North Africa,United Arab Emirates,Freight and logistics,Freight and logistics,2024
Arconic,PT_00132,NaN,14.3,6.3,12.9,19.9,406,618,334,290,North America,United States,Metals and mining,Metals and mining,2022
Indofood,PT_02069,CNE100000502,16.3,43.8,10.0,15.0,349,103,429,407,East Asia & Pacific,Indonesia,Food and agriculture,Food production,2023
Aditya Birla Fashion and Retail,PT_02257,CNE100000502,16.5,33.8,13.7,13.9,342,239,312,439,South Asia,India,Apparel and footwear,Apparel and footwear,2024
Magnit,PT_01115,NaN,14.5,33.8,7.4,17.9,396,239,506,330,Europe & Central Asia,Russian Federation,Food and agriculture,Food retailers,2023
Nordstrom,PT_01292,JP3718800000,16.2,23.8,6.8,28.1,352,402,524,161,North America,United States,Apparel and footwear,Apparel and footwear,2022
Suedzucker,PT_01682,DE0007297004,14.8,35.0,10.1,14.1,386,201,426,425,Europe & Central Asia,Germany,Food and agriculture,Food production,2023
Ball Corporation,PT_00185,NaN,15.8,0.0,12.9,26.8,369,657,334,179,North America,United States,Containers and packaging,Containers and packaging,2022
Ardagh Group,PT_00133,NaN,14.4,23.8,11.9,14.6,401,402,365,418,Europe & Central Asia,Luxembourg,Containers and packaging,Containers and packaging,2022
Amaggi Group,PT_00080,NaN,14.7,18.8,10.4,19.9,390,478,414,290,Latin America & Caribbean,Brazil,Food and agriculture,Food production,2023
Hutchison Port,PT_02230,CNE100000502,14.4,28.8,5.5,21.9,401,310,558,249,East Asia & Pacific,Singapore,Freight and logistics,Freight and logistics,2024
Bumitama Agri,PT_02436,CNE100000502,16.0,30.0,9.1,21.2,361,278,461,259,East Asia & Pacific,Indonesia,Food and agriculture,Food production,2023
Fomento de Construcciones y Contratas,PT_00700,ES0122060314,16.4,35.0,9.8,19.4,345,201,437,296,Europe & Central Asia,Spain,Construction and engineering,Construction and engineering,2022
Del Monte Pacific,PT_00537,VGG270541169,15.2,33.8,10.4,15.2,379,239,414,403,North America,United States,Food and agriculture,Food production,2023
Hengan International,PT_00834,US4016171054,14.6,33.8,12.8,9.7,392,239,337,540,East Asia & Pacific,China,Personal and household products,Personal and household products,2024
Saur,PT_01544,NaN,14.8,23.8,12.7,14.4,386,402,343,421,Europe & Central Asia,France,Other,Utilities,2024
Sealed Air,PT_02172,CNE100000502,14.4,18.8,13.4,14.1,401,478,318,425,North America,United States,Containers and packaging,Containers and packaging,2022
Quanta Services,PT_01456,US74762E1029,14.4,23.8,8.4,20.1,401,402,480,281,North America,United States,Construction and engineering,Construction and engineering,2022
Packaging Corporation of America (PCA),PT_01366,AU000000NUF3,15.9,23.8,13.2,17.1,365,402,326,346,North America,United States,Containers and packaging,Containers and packaging,2022
James Hardie Industries,PT_00947,IL0002810146,14.5,30.0,10.6,14.1,396,278,406,425,Europe & Central Asia,Ireland,Construction materials and supplies,Construction materials and supplies,2022
Marubeni Corporation,PT_01129,NaN,16.2,38.8,9.7,17.4,352,163,440,339,East Asia & Pacific,Japan,Food and agriculture,Conglomerates,2023
Mitsubishi Corporation,PT_01181,NaN,15.7,30.0,12.4,15.2,371,278,354,403,East Asia & Pacific,Japan,Food and agriculture,Conglomerates,2023
Subsea 7,PT_02199,CNE100000502,14.8,25.0,9.2,19.3,386,374,457,299,Europe & Central Asia,United Kingdom,Construction and engineering,Construction and engineering,2022
Ternium,PT_01763,US8808901081,14.6,12.5,12.6,18.6,392,554,346,314,Europe & Central Asia,Luxembourg,Metals and mining,Metals and mining,2022
Aspen Pharmacare,PT_00147,NaN,15.1,38.8,7.2,17.8,381,163,514,331,Sub-Saharan Africa,South Africa,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
Saputo,PT_01538,NaN,15.1,12.5,20.3,8.2,381,554,145,568,North America,Canada,Food and agriculture,Food production,2023
Grupo Nutresa,PT_00793,COT04PA00028,15.3,12.5,11.6,22.4,377,554,374,240,Latin America & Caribbean,Colombia,Food and agriculture,Food production,2023
JM Smucker,PT_00970,US8326964058,15.0,18.8,11.2,19.3,384,478,387,299,North America,United States,Food and agriculture,Food production,2023
Nordzucker,PT_01293,DE0007866303,15.1,0.0,15.6,20.6,381,657,249,270,Europe & Central Asia,Germany,Food and agriculture,Food production,2023
Gilead Sciences,PT_00750,US3755581036,14.2,12.5,11.7,18.8,408,554,372,308,North America,United States,Pharmaceuticals and biotechnology,Pharmaceuticals and biotechnology,2022
